date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:50:15	44711/44711	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/category-digital.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/category-digital.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:15	46194/46194	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/category-digitalsub.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/category-digitalsub.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:15	47732/47732	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/product-listdigital.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/product-listdigital.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:16	41307/41307	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/add-digital-product.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/add-digital-product.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:16	52384/52384	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/order-list.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/order-list.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:16	59308/59308	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/product-review.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/product-review.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:17	44634/44634	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/order-tracking.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/order-tracking.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:17	46642/46642	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/order-detail.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/order-detail.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:17	106534/106534	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/order.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/order.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:18	43306/43306	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/transactions.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/transactions.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:18	43281/43281	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/coupon-list.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/coupon-list.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:18	46170/46170	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/coupon-create.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/coupon-create.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:18	41527/41527	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/pages-list.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/pages-list.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:19	38604/38604	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/page-create.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/page-create.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:19	51994/51994	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/media.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/media.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:19	41567/41567	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/menu-list.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/menu-list.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:19	35553/35553	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/create-menu.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/create-menu.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:20	54314/54314	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/user-list.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/user-list.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:20	54816/54816	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/create-user.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/create-user.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:20	47795/47795	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/list-vendor.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/list-vendor.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:20	54724/54724	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/create-vendors.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/create-vendors.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:20	59983/59983	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/translations.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/translations.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:21	42082/42082	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/currency-rates.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/currency-rates.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:21	42005/42005	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/taxes.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/taxes.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:21	44908/44908	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/support-ticket.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/support-ticket.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:21	52493/52493	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/reports.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/reports.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:22	48182/48182	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/profile.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/profile.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:22	62078/62078	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2009:25:42%20GMT	https://themes.pixelstrap.com/multikart/back-end/invoice.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/invoice.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:22	6395/6395	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/forgot-password.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/forgot-password.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:22	23693/23693	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/login.html	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/login.html	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:23	56880/56880	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202024%2004:45:31%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user.jpg	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user.jpg	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:23	38603/38603	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202024%2004:45:31%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user1.jpg	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user1.jpg	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:23	41812/41812	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202024%2004:45:31%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user2.jpg	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user2.jpg	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:23	44597/44597	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202024%2004:45:31%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user5.jpg	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/user5.jpg	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:24	53530/53530	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202024%2004:45:31%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/designer.jpg	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/images/dashboard/designer.jpg	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:24	141611/141611	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/jquery-3.3.1.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/jquery-3.3.1.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:24	80821/80821	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/bootstrap.bundle.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/bootstrap.bundle.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:24	90755/90755	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/icons/feather-icon/feather.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/icons/feather-icon/feather.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:25	17/17	---M--	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/icons/feather-icon/feather-icon.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/icons/feather-icon/feather-icon.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:25	2752/2752	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Sep%202024%2013:34:24%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/sidebar-menu.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/sidebar-menu.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:25	186959/186959	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/chart/chartist/chartist.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/chart/chartist/chartist.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:25	52091/52091	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/chart/chartjs/chart.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/chart/chartjs/chart.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:26	6508/6508	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/lazysizes.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/lazysizes.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:26	10891/10891	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/prism/prism.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/prism/prism.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:26	10662/10662	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/clipboard/clipboard.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/clipboard/clipboard.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:26	3653/3653	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/custom-card/custom-card.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/custom-card/custom-card.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:27	8833/8833	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/counter/jquery.waypoints.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/counter/jquery.waypoints.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:27	910/910	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/counter/jquery.counterup.min.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/counter/jquery.counterup.min.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:27	121/121	---M--	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/counter/counter-custom.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/counter/counter-custom.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:27	8891/8891	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/chart/peity-chart/peity.jquery.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/chart/peity-chart/peity.jquery.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:28	123445/123445	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/chart/sparkline/sparkline.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/chart/sparkline/sparkline.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:28	1085/1085	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/admin-customizer.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/admin-customizer.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:28	10265/10265	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Sep%202024%2013:34:24%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/dashboard/default.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/dashboard/default.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:28	96/96	---M--	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/chat-menu.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/chat-menu.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:28	864/864	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/height-equal.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/height-equal.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:29	2605/2605	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/js/admin-script.js	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/js/admin-script.js	(from https://themes.pixelstrap.com/multikart/back-end/)
15:50:29	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfont3e6e.eot	(from https://themes.pixelstrap.com/multikart/back-end/assets/css/vendors/font-awesome.css)
15:50:30	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfont.eot?	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfontd41d.eot	(from https://themes.pixelstrap.com/multikart/back-end/assets/css/vendors/font-awesome.css)
15:50:30	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://themes.pixelstrap.com/multikart/back-end/assets/css/vendors/font-awesome.css)
15:50:30	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2004%20Sep%202024%2008:38:37%20GMT	https://themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Templates/Ecommerce2%20Admin/themes.pixelstrap.com/multikart/back-end/assets/fonts/fontawesome-webfont3e6e.woff	(from https://themes.pixelstrap.com/multikart/back-end/assets/css/vendors/font-awesome.css)
